id,mssv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56
12579,8EA62CACXPvAibaEXe/rR9uJzGOYEp5iErX1dcP7,1998,1, '??k L?k', KTPM0001, CNPM, CLC,11, D480103,3, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12580,A57FE5C5XPvAibaEXe/rR9uJzGOYEia+h3ehxKfK,1998,1, 'Sóc Tr?ng', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'T?nh Sóc Tr?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12582,C0F6B96EXPvAibaEXe/rR9uJzGOYEluVMyfuAfn2,1997,1, 'Khánh Hòa', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12583,119C7562XPvAibaEXe/rR9uJzGOYEkfPMWFUTNpZ,1998,1, 'Ti?n Giang', MTCL2016.2, KTMT, CLC,11, D520214,5, 'Huy?n Gò Công Tây', Bình Nhì, Gò Công Tây, Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12587,0D638D19XPvAibaEXe/JhqMYLzzrRxowiJob8Ur4,1998,1, '??ng Tháp', HTTT0001, HTTT, CQUI,11, D480104,1, 'Xã M? Trung', t?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12588,232946CFXPvAibaEXe/JhqMYLzzrR02+yvZ+pT+i,1998,1, 'Bình Thu?n', HTTT0001, HTTT, CQUI,11, D480104,2, 'T?nh Bình Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12589,6C014AFEXPvAibaEXe/JhqMYLzzrR7PXSTLh//YT,1998,1, 'Sóc Tr?ng', HTTT0001, HTTT, CQUI,11, D52480104,1, 'T?nh Sóc Tr?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12590,974314B7XPvAibaEXe/JhqMYLzzrR0FDxbzfAOCu,1998,1, 'Qu?ng Tr?', KTPM0001, CNPM, CLC,11, D480103,5, 'Huy?n Gio Linh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12591,6DD33907XPvAibaEXe/JhqMYLzzrR/SD+X56lNlB,1998,1, 'Bà R?a - V?ng Tàu', KTMT0001, KTMT, CQUI,11, D520214,1, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12593,6EFF4890XPvAibaEXe/JhqMYLzzrR8JLMcEApchi,1998,1, 'An Giang', HTTT0001, HTTT, CQUI,11, D52480104,1, 'Xã Long ?i?n B',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12594,0BFF8631XPvAibaEXe/JhqMYLzzrR3zo13sUE5xw,1998,1, '??k L?k', KTMT0001, KTMT, CQUI,11, D520214,1, 'T?nh ??k Nông',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12595,EE265324XPvAibaEXe+LbmSTUWVMuN9JGubK2wEz,1997,1, 'Ngh? An', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Ngh? An', 'N?i tr? t?i nhà',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12596,888666EAXPvAibaEXe+LbmSTUWVMuLq8nh/+h4LZ,1998,0, 'Tp. H? Chí Minh', CTTT2016, HTTT, CTTT,11, D480104,5, 'Qu?n 4', P.2, Q.4, TP.HCM).',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12597,CB378E96XPvAibaEXe+LbmSTUWVMuFn39+N+FPvU,1998,0, 'Bình ??nh', KTPM0001, CNPM, CLC,11, D480103,3, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12598,01B2E0C0XPvAibaEXe+LbmSTUWVMuCiA7Fe9lwmP,1998,1, 'Thành ph? C?n Th?', KTMT0001, KTMT, CLC,11, D520214,3, 'T?nh H?u Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12599,7B20E493XPvAibaEXe+LbmSTUWVMuONuSvs2x/3l,1998,0, 'L?ng S?n', MMTT0001, MMT&TT, CQUI,11, D480299,1, 'Huy?n Bù ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12600,C6635E9FXPvAibaEXe+LbmSTUWVMuKhnFpkfefqp,1998,1, 'Thành ph? H? Chí Minh', ATTN2016, MMT&TT, KSTN,11, D480299,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12603,FDBF2427XPvAibaEXe+LbmSTUWVMuN7/piYWU437,1998,1, '?à L?t', KTMT2016, KTMT, CQUI,11, D520214,5, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12604,A259F1D8XPvAibaEXe+LbmSTUWVMuNAoY/EQV9z/,1998,1, '??ng Tháp', MMTT0001, MMT&TT, CQUI,11, D480299,2, 'T?nh ??ng Tháp', 'Bác s?, công tác t?i Trung tâm Ch?m sóc S?c kh?e Sinh s?n t?nh ??ng Tháp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12606,96356A30XPvAibaEXe+/MvKIb2VAVS0s4jJCw70Q,1998,1, 'Thành ph? Hà N?i', ATTN2016, MMT&TT, KSTN,11, D480299,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12607,E194E101XPvAibaEXe+/MvKIb2VAVVhwyHN5Ha1W,1998,1, 'Ti?n Giang', MTCL2016.2, KTMT, CLC,11, D520214,3, 'Huy?n Ch? Lách', xã V?nh Thành, huy?n Ch? Lách, t?nh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12608,04C4D9F8XPvAibaEXe+/MvKIb2VAVSyw+efhOMhT,1998,1, '??ng Nai', ATTT2016, MMT&TT, CQUI,11, D480299,5, 'Thành ph? Biên Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12610,4743F40FXPvAibaEXe+/MvKIb2VAVUWMGXsSclXS,1998,1, 'Thành ph? H? Chí Minh', KTMT0001, KTMT, CLC,11, D520214,3, 'Qu?n Th? ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12613,616EF433XPvAibaEXe+/MvKIb2VAVdBB3w6YY1cp,1998,1, 'Thành ph? C?n Th?', KTPM0001, CNPM, CQUI,11, D480103,1, 'T?nh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12614,3106CF09XPvAibaEXe+/MvKIb2VAVTx3QQbJG8H6,1998,1, '??k L?k', CNTT0001, KTTT, CQUI,11, D480201,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12615,687112ECXPvAibaEXe8ciyLBP/Qla/1I7+xi3CDh,1998,1, 'Thành ph? H? Chí Minh', ATTT2016, MMT&TT, CQUI,11, D480299,5, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12617,FF63D402XPvAibaEXe8ciyLBP/Qla+oH6rjlG1Kv,1998,1, 'An Giang', MMTT2016, MMT&TT, CQUI,11, D480102,5, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618,4DC12407XPvAibaEXe8ciyLBP/Qla/q6bzbKKAKM,1998,1, 'Khánh Hòa', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12619,21148B93XPvAibaEXe8ciyLBP/Qlayj9QcGO7AGC,1998,1, 'Thành ph? H? Chí Minh', KTMT2016, KTMT, CQUI,11, D520214,3, 'Thành ph? Biên Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12622,175D0D17XPvAibaEXe8ciyLBP/Qlax7d4y3MnqT9,1998,1, 'Qu?ng Ngãi', KTMT0001, KTMT, CLC,11, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12623,2343DF1FXPvAibaEXe8ciyLBP/Qla1OaKIO6iEdd,1998,1, 'Th?a Thiên Hu?', CNTT0001, KTTT, CQUI,11, D480201,1, 'T?nh Th?a Thiên Hu?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624,00ACC499XPvAibaEXe8ciyLBP/Qla4g3ka0I3o/F,1998,1, 'Hà T?nh', CNTT2016, KTTT, CQUI,11, D480201,5, 'T?nh Hà T?nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12627,492D6329XPvAibaEXe9W7fV/x7qyQAFcfHiTupyX,1998,1, 'Th?a Thiên Hu?', MMTT2016, MMT&TT, CQUI,11, D480102,5, 'Huy?n Phú Vang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12629,E349E629XPvAibaEXe9W7fV/x7qyQJOXRx1biw3z,1998,1, 'Th?a Thiên Hu?', KHMT2016.2, KHMT, CQUI,11, D480101,3, 'T?nh Th?a Thiên Hu?', huy?n L?k, t?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12630,25E596D7XPvAibaEXe9W7fV/x7qyQKb8gpK3QObP,1998,1, 'Qu?ng Ngãi', CNTT2016, KTTT, CQUI,11, D480201,3, 'T?nh ??k L?k', huy?n Ea H\'leo, t?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12631,FAF0BD22XPvAibaEXe9W7fV/x7qyQKXSfR8eoPE/,1997,1, 'Thành ph? H? Chí Minh', KTMT2016, KTMT, CQUI,11, D520214,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12632,A1F6495AXPvAibaEXe9W7fV/x7qyQD/09DyAgQ2q,1998,1, '??k L?k', CNTT0001, KTTT, CQUI,11, D480201,1, 'Huy?n Krông P?c', Tân Ti?n, Krông p?c, ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12633,7F122563XPvAibaEXe9W7fV/x7qyQJdcv/a2vx7K,1998,1, 'Thành ph? H? Chí Minh', CNTT0001, KTTT, CQUI,11, D480201,1, 'Th? xã V?nh Châu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12634,530DAA7AXPvAibaEXe9W7fV/x7qyQHK+t0YqgRym,1998,1, 'Cà Mau', PMCL2016.2, CNPM, CLC,11, D480103,3, 'T?nh Cà Mau', t?nh Cà Mau',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12636,370CDDCEXPvAibaEXe9EUO2qxCH07XWtCUmfd8FP,1998,1, '??ng Nai', KHMT2016.1, KHMT, CQUI,11, D480101,5, 'Qu?n 9',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12637,273F3C32XPvAibaEXe9EUO2qxCH07YfQZ7MY5A1B,1998,1, 'Kon Tum', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh Kon Tum',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12638,4569C973XPvAibaEXe9EUO2qxCH07aFV4msAAfbQ,1998,0, 'Thành ph? H? Chí Minh', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'Huy?n Hóc Môn',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12639,51E91E7DXPvAibaEXe9EUO2qxCH07Qy82TKTSEjA,1997,1, 'Bình ??nh', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12641,54A97A5CXPvAibaEXe9EUO2qxCH07QBDoyxB+oH4,1998,0, 'Gia Lai', HTTT0001, HTTT, CQUI,11, D480104,1, 'T?nh Gia Lai', Gia lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12644,679190A6XPvAibaEXe9EUO2qxCH07YiAKT41f4A5,1997,0, 'Bình ??nh', MMTT0001, MMT&TT, CQUI,11, D480299,1, 'Thành ph? Quy Nh?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12645,6FB8C971XPvAibaEXe8zjuWfAVBr9Syz83phZPbU,1997,1, 'Phú Yên', CNTT2016, KTTT, CQUI,11, D480201,5, 'T?nh Phú Yên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12647,9E07C94FXPvAibaEXe8zjuWfAVBr9dkwL6dLCwH6,1997,1, 'Sóc Tr?ng', KTPM0001, CNPM, CLC,11, D480103,1, 'Th? xã Ngã N?m', Ph??ng 2 - Th? xã Ngã N?m - Sóc Tr?ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12648,AB68F073XPvAibaEXe8zjuWfAVBr9bNXLQe3EvcD,1998,1, 'Bình ??nh', HTTT0001, HTTT, CQUI,11, D480104,1, 'Th? xã An Nh?n', xã Nh?n M?, th? xã An Nh?n, t?nh Bình ??nh.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12650,382BCEACXPvAibaEXe8zjuWfAVBr9cQalpl5Q/IX,1998,1, 'Qu?ng Nam', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12651,078D0A90XPvAibaEXe8zjuWfAVBr9RfmtHhE0FTo,1998,0, 'Thành ph? H? Chí Minh', ATTN2016, MMT&TT, KSTN,11, D480299,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12653,EA7B8E5FXPvAibaEXe8zjuWfAVBr9cS9jZZ7+sgV,1997,0, 'Bình D??ng', HTTT0001, HTTT, CQUI,11, D52480104,1, 'Xã Thành Tâm', xã Thành Tâm, huy?n Ch?n Thành, t?nh Bình Ph??c.', 'hi?n nay ?ang làm r?y và c? trú t?i t? 4, ?p Hòa Vinh 1, xã Thành Tâm, huy?n Ch?n Thành, t?nh Bình Ph??c.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12654,82A5C461XPvAibaEXe8zjuWfAVBr9bNlNnYYiajH,1998,1, 'Kiên Giang', KTMT0001, KTMT, CQUI,11, D520214,1, 'T?nh Kiên Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12655,01377D44XPvAibaEXe/BLy1WUS+NVlzbxIIHMtmt,1997,1, 'Thanh Hóa', CNTT0001, KTTT, CQUI,11, D480201,4, 'Huy?n H?n Qu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12657,61465A87XPvAibaEXe/BLy1WUS+NVo66untTPac6,1996,1, 'Ti?n giang', KTMT2016, KTMT, CQUI,11, D520214,5, 'Qu?n 12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12659,BF2102F0XPvAibaEXe/BLy1WUS+NVqbEhpk2m0ZN,1998,1, 'B?c Giang', CNTT0001, KTTT, CQUI,11, D480201,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12660,44404D54XPvAibaEXe/BLy1WUS+NVjtrjyJ6rn/7,1998,1, 'Bình ??nh', KTMT0001, KTMT, CQUI,11, D520214,5, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12661,78E27A2CXPvAibaEXe/BLy1WUS+NVnG+plk9jS4D,1998,1, '??k L?k', KHMT2016.1, KHMT, CQUI,11, D480101,3, 'T?nh ??k Nông',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12663,B743988CXPvAibaEXe/BLy1WUS+NVq+8RKQE3fi+,1998,1, 'Bình ??nh', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Kon Tum',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12665,165A1DB1XPvAibaEXe8M37suqoe4CSMqLdV9Z+sP,1998,1, 'Tây Ninh', ATTT2016, MMT&TT, CQUI,11, D480299,3, 'Huy?n Tr?ng Bàng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12666,8AA98AD2XPvAibaEXe8M37suqoe4CZpSLxtWE9xX,1998,1, 'Qu?ng Nam', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'xã ?i?n Th?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12670,1B4A9018XPvAibaEXe8M37suqoe4CRmaSzfkpkBs,1997,1, 'Gia Lai', KHMT0001, KHMT, CQUI,11, D480101,3, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12671,F1AACB01XPvAibaEXe8M37suqoe4Cbsh5M0kmj9t,1998,1, 'Ti?n Giang', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12674,7D1CDDF6XPvAibaEXe8M37suqoe4CYFkfRFnRhUx,1998,1, '??k L?k', HTTT0001, HTTT, CTTT,11, D480104,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12676,1F132401XPvAibaEXe+OhmjSj4XEzdj6Iy6B1hVN,1998,1, 'Kon Tum', MMTT2016, MMT&TT, CQUI,11, D480102,3, 'T?nh Kon Tum',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12677,15D167DAXPvAibaEXe+OhmjSj4XEzSQLCI3erBDu,1997,1, 'Qu?ng Bình', KHMT2016.1, KHMT, CQUI,11, D480101,3, 'T?nh Qu?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12678,011201F7XPvAibaEXe+OhmjSj4XEzZe7iRZlaaxm,1998,1, 'Bà R?a - V?ng Tàu', KTPM0001, CNPM, CLC,11, D480103,3, 'T?nh Bà R?a - V?ng Tàu', xã Hòa H?i, huy?n Xuyên M?c, t?nh Bà R?a-V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12679,79792F25XPvAibaEXe+OhmjSj4XEzSgsSrHu3R1g,1998,1, 'Tây Ninh', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh Tây Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12682,541FF0B5XPvAibaEXe+OhmjSj4XEzU5v9VqAadGo,1997,1, 'Kiên Giang', KHMT2016.1, KHMT, CQUI,11, D480101,3, 'T?nh Kiên Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12683,FFFA4234XPvAibaEXe+OhmjSj4XEzdTGgcTdT9fT,1998,0, 'V?nh Long', ATTN2016, MMT&TT, KSTN,11, D480299,3, 'Huy?n Long H?', 'Th? may, 07/01, ?p Cái S?n L?n, xã Thanh ??c, huy?n Long H?, t?nh V?nh Long.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12687,5C03BBC7XPvAibaEXe92Mw4ZEAxz0y7C/nhWwAH1,1998,0, 'Thành ph? H? Chí Minh', PMCL2016.3, CNPM, CLC,11, D480103,3, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12688,7542A121XPvAibaEXe92Mw4ZEAxz0xNXfVJvbFuo,1998,1, 'Khánh Hòa', MMTT0001, MMT&TT, CQUI,11, D480299,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12689,13A871D1XPvAibaEXe92Mw4ZEAxz0xYHHlwVWH2m,1998,1, 'B?c Ninh', MTCL2016.2, KTMT, CLC,11, D520214,5, 'T?nh B?c Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12693,CB4167C2XPvAibaEXe92Mw4ZEAxz00ZoSadOnlhK,1998,1, 'Thành ph? H? Chí Minh', HTTT0001, HTTT, CLC,11, D480104,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694,85517F77XPvAibaEXe92Mw4ZEAxz00FpFR/WdtyQ,1998,1, '??k L?k', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'T?nh ??k Nông',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12696,8D9A9BADXPvAibaEXe/RnFf25EKRr0mA+ok7dOWs,1998,1, 'Long An', KTPM0001, CNPM, CLC,11, D480103,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12698,ED1CB4E9XPvAibaEXe/RnFf25EKRr8vq/Fq6FmJh,1998,1, 'Lâm ??ng', MTCL2016.2, KTMT, CLC,11, D520214,3, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12699,8898BAE9XPvAibaEXe/RnFf25EKRr5bknGVZlkvp,1998,1, '??ng Tháp', HTTT0001, HTTT, CQUI,11, D480104,1, 'Xã An Nh?n', 'Làm v??n, t?i ?p An Phú, xã An Nh?n, huy?n Châu Thành, t?nh ??ng Tháp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,783668D7XPvAibaEXe/RnFf25EKRrzdFzZIDmusu,1998,1, 'Lâm ??ng', HTTT0001, HTTT, CLC,11, D480104,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12704,EA1D81AFXPvAibaEXe/RnFf25EKRr7/Z28Po+End,1998,1, 'Sóc Tr?ng', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'Xã An H?o',', 'N?i tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12705,7D41140BXPvAibaEXe+M8JaUhbJyeaddRxfSW9N2,1998,1, 'Bà R?a - V?ng Tàu', KHTN2016, KHMT, CNTN,11, D480101,3, 'Xã Bình Trung',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12706,75D30582XPvAibaEXe+M8JaUhbJyeVdIGNt+P1Ll,1998,1, 'Kiên Giang', KHMT0001, KHMT, CQUI,11, D480101,1, 'T?nh Kiên Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707,0DFB77F9XPvAibaEXe+M8JaUhbJyeUks/6mlFMNg,1998,1, 'Thành ph? H? Chí Minh', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'Huy?n Th?ng Nh?t', xã H?ng L?c, huy?n Th?ng Nh?t, t?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12708,0406981FXPvAibaEXe+M8JaUhbJyecydVJn03CsO,1997,1, 'Tây Ninh', MMTT0001, MMT&TT, CQUI,11, D480102,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,D78C5CEAXPvAibaEXe+M8JaUhbJyefbGwLnKhrRd,1998,1, 'Kon Tum', TM?T2016, HTTT, CQUI,11, D52480104,3, 'T?nh Kon Tum',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12710,AD8485D9XPvAibaEXe+M8JaUhbJyeQZp08EAdkvu,1998,1, 'Bình ??nh', CNTT2016, KTTT, CQUI,11, D480201,5, 'Huy?n Tuy Ph??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
